tf	group	offset_bp	cutsite_cpm	n_sites	total_motif_hits	signal_column	site_coordinate	lineage
RUNX3	B_cell	-100	0.003705245086752958	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-99	0.0036395082052874364	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-98	0.003516303220497061	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-97	0.0035588874919384983	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-96	0.003709379484866218	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-95	0.003534494558299936	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-94	0.003518783851517931	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-93	0.003762713180491322	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-92	0.0039872108579303385	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-91	0.003570050358710608	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-90	0.0034886027703642524	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-89	0.0035663294030869614	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-88	0.0037420412119640663	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-87	0.0036680355349638333	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-86	0.0033509274053712445	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-85	0.0033352167021471124	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-84	0.0035973373672432713	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-83	0.003600231440852585	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-82	0.0037627131848398327	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-81	0.0037494831157991247	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-80	0.003432374993322281	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-79	0.003629585646020548	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-78	0.003727984255967535	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-77	0.0035431767847611743	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-76	0.0035448305467144147	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-75	0.0034770264687124233	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-74	0.0033897907230668015	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-73	0.003738733688848224	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-72	0.0036618339303322936	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-71	0.0038528430021181723	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-70	0.003833411338328904	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-69	0.0035617815691056844	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-68	0.0036080867943918318	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-67	0.003619249665907772	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-66	0.003769328219310772	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-65	0.0035059672316872627	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-64	0.0038094318532085726	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-63	0.0036605936187750505	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-62	0.0037763566964689843	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-61	0.003885091283465024	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-60	0.003822661923632898	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-59	0.003647363556158279	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-58	0.0038098452940180795	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-57	0.0034604888834739583	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-56	0.0036651414508785613	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-55	0.003773876055268645	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-54	0.0037370799321329623	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-53	0.0037073122855625132	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-52	0.0038276231847851703	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-51	0.003976874860423518	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-50	0.003856977389360155	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-49	0.003553099334836892	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-48	0.0036138749483308847	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-47	0.0035795594707440526	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-46	0.0037523771941522684	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-45	0.0035969239264337645	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-44	0.003960750717674667	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-43	0.004032689194382898	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-42	0.0038143931242438246	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-41	0.0037606459868209157	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-40	0.00383093071402846	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-39	0.003859871472753618	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-38	0.0038507757970823397	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-37	0.0037986824200313945	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-36	0.003682092473269831	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-35	0.003909070777776526	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-34	0.0038615252274922835	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-33	0.003930156187409778	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-32	0.003910724531526894	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-31	0.003917339561846982	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-30	0.0037730491699929287	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-29	0.0040347563890416015	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-28	0.004088090099194685	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-27	0.0037536175100580226	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-26	0.0037494831157991247	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-25	0.004053361175362707	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-24	0.0040302085629667075	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-23	0.0039433862596130395	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-22	0.004074860035490786	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-21	0.004416774525299954	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-20	0.004364267698149501	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-19	0.004038063915221168	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-18	0.004014084418735409	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-17	0.0037188885924523216	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-16	0.0037693282165435376	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-15	0.003855737079483018	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-14	0.003342658614778023	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-13	0.003236818093979062	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-12	0.00304498215016066	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-11	0.003534494555335042	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-10	0.003436922824141005	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-9	0.0032554228694288904	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-8	0.002275157737936393	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-7	0.002939141631634784	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-6	0.004952178717817041	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-5	0.00329676682644702	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-4	0.004287781387756482	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-3	0.004422976110857343	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-2	0.00249055974019828	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-1	0.0020179983476310177	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	0	0.0026216200690402426	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	1	0.004738017047076015	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	2	0.00444984968273135	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	3	0.00330834313264502	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	4	0.004684683343544527	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	5	0.0028998648745133374	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	6	0.002324357039500258	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	7	0.003372426259273046	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	8	0.0034050879878533414	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	9	0.0036853999829448213	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	10	0.002914335256989055	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	11	0.00310947871423798	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	12	0.0033736665810097585	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	13	0.0037131004396003964	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	14	0.003985557089948481	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	15	0.003967365745227521	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	16	0.003971086706682125	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	17	0.004183181183950404	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	18	0.00418235430243022	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	19	0.004316308719112986	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	20	0.003933877146690128	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	21	0.004138116282081075	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	22	0.003947520646657363	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	23	0.003897081026815828	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	24	0.003788759872228763	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	25	0.003692841897157008	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	26	0.004303905528726398	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	27	0.004180700545319639	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	28	0.003947107216126154	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	29	0.003871861213337188	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	30	0.003854496762984285	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	31	0.004193930617720561	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	32	0.003965711992663111	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	33	0.00381604687878483	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	34	0.0036581129757957747	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	35	0.0037614728564815242	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	36	0.0038933600725757985	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	37	0.0036961494169126374	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	38	0.003793721146426568	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	39	0.003692841903580945	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	40	0.003957443188431377	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	41	0.004020286002513862	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	42	0.0038342382159947262	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	43	0.0037374933700764054	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	44	0.0035956836119116274	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	45	0.0034245196414631404	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	46	0.00346710391191628	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	47	0.0034344421873880064	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	48	0.003698216610385384	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	49	0.0038615252259110067	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	50	0.0037945480194473895	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	51	0.003858631150423927	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	52	0.003771808855371962	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	53	0.003639921635225666	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	54	0.003503900032778877	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	55	0.0036651414518668593	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	56	0.0038958407154562444	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	57	0.0035820401095724764	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	58	0.003840439814202329	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	59	0.0037317052193987354	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	60	0.003740800885384694	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	61	0.0038511892384848253	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	62	0.00389005255242485	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	63	0.0038681402643351375	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	64	0.003641161961805038	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	65	0.0037676744603224255	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	66	0.0037304648987491512	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	67	0.003844574203420907	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	68	0.003973567343138634	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	69	0.003783385164534855	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	70	0.003622143742580809	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	71	0.003707312289120386	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	72	0.003661007061659983	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	73	0.0035671562826305498	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	74	0.0036316528536259555	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	75	0.0036791983971897727	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	76	0.0037606459801004894	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	77	0.003987210848146189	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	78	0.0038222484820327526	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	79	0.003788759869758018	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	80	0.0037837985925953184	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	81	0.003783798602082979	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	82	0.0036341334880070388	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	83	0.0034786802224627904	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	84	0.003488189335978682	37694	37694	cutsite_bigwig	motif_center	T_NK
